t,Date,MOH(t),ANTM(t),HUM(t),UNH(t),MOH(t-1),ANTM(t-1),HUM(t-1),UNH(t-1),MOH(t-2),ANTM(t-2),HUM(t-2),UNH(t-2),MOH(t-3),ANTM(t-3),HUM(t-3),UNH(t-3),Y(t)
258,1/30/17,55.959998999999996,154.179993,199.259995,162.08999599999999,57.400002,153.350006,201.66000400000001,162.990005,56.59,152.399994,200.130005,162.75,56.93,153.71000700000002,201.740005,161.240005,162.100006
259,1/31/17,56.720001,154.139999,198.5,162.100006,55.959998999999996,154.179993,199.259995,162.08999599999999,57.400002,153.350006,201.66000400000001,162.990005,56.59,152.399994,200.130005,162.75,162.71000700000002
260,2/1/17,57.419998,160.78999299999998,198.479996,162.71000700000002,56.720001,154.139999,198.5,162.100006,55.959998999999996,154.179993,199.259995,162.08999599999999,57.400002,153.350006,201.66000400000001,162.990005,160.759995
261,2/2/17,57.740002000000004,157.66000400000001,199.389999,160.759995,57.419998,160.78999299999998,198.479996,162.71000700000002,56.720001,154.139999,198.5,162.100006,55.959998999999996,154.179993,199.259995,162.08999599999999,161.869995
262,2/3/17,58.0,159.080002,198.240005,161.869995,57.740002000000004,157.66000400000001,199.389999,160.759995,57.419998,160.78999299999998,198.479996,162.71000700000002,56.720001,154.139999,198.5,162.100006,160.509995
263,2/6/17,57.73,156.809998,196.470001,160.509995,58.0,159.080002,198.240005,161.869995,57.740002000000004,157.66000400000001,199.389999,160.759995,57.419998,160.78999299999998,198.479996,162.71000700000002,160.529999
264,2/7/17,57.75,158.58999599999999,195.240005,160.529999,57.73,156.809998,196.470001,160.509995,58.0,159.080002,198.240005,161.869995,57.740002000000004,157.66000400000001,199.389999,160.759995,160.309998
265,2/8/17,57.689999,158.600006,199.639999,160.309998,57.75,158.58999599999999,195.240005,160.529999,57.73,156.809998,196.470001,160.509995,58.0,159.080002,198.240005,161.869995,160.440002
266,2/9/17,58.880001,161.679993,207.029999,160.440002,57.689999,158.600006,199.639999,160.309998,57.75,158.58999599999999,195.240005,160.529999,57.73,156.809998,196.470001,160.509995,160.75
267,2/10/17,59.860001000000004,162.320007,205.429993,160.75,58.880001,161.679993,207.029999,160.440002,57.689999,158.600006,199.639999,160.309998,57.75,158.58999599999999,195.240005,160.529999,161.990005
